state,date,est_infections,est_population,infection_rate,scaled_ir,severe
Alabama,2020-05-04,1937.89486315015,4903185,0.0003952318468811905,1.7381231139287106,1
Alabama,2020-05-05,2046.57756702418,4903185,0.0004173975828006041,1.835602044950394,1
Alabama,2020-05-06,2114.82947049787,4903185,0.00043131749475042646,1.8968180651050062,1
Alabama,2020-05-07,2169.31249316097,4903185,0.00044242925632236393,1.9456845969331513,1
Alabama,2020-05-08,2233.1486154561103,4903185,0.00045544857382621913,2.0029400455012345,1
Alabama,2020-05-09,2314.74917513799,4903185,0.00047209093173885744,2.0761286490694735,1
Alabama,2020-05-10,2388.85469046127,4903185,0.0004872046823567273,2.1425948498450547,1
Alabama,2020-05-11,2473.54470879255,4903185,0.0005044771324746159,2.218554429068521,1
Alabama,2020-05-12,2563.14431878398,4903185,0.0005227508892248569,2.2989174849237353,1
Alabama,2020-05-13,2652.0911302438,4903185,0.0005408915083244462,2.3786950372833084,1
Alabama,2020-05-14,2733.5973969742604,4903185,0.0005575146352777349,2.4517990682767077,1
Alabama,2020-05-15,2809.57515498962,4903185,0.0005730102280435309,2.5199445078799187,1
Alabama,2020-05-16,2885.9420183594502,4903185,0.0005885851784828536,2.5884389411376545,1
Alabama,2020-05-17,2973.5115061675397,4903185,0.0006064448937104229,2.6669811539955792,1
